date,symbol,open,high,low,close,volume,sector
2024-10-24,META,567.155,568.63,561.71,567.7,172083,Technology
2024-10-24,MSFT,425.325,425.93,422.4,424.82,333516,Technology
2024-10-24,NVDA,140.86,141.35,138.47,140.4,1669064,Technology
2024-10-25,AAPL,229.74,233.12,229.6,231.22,613894,Technology
2024-10-25,AMZN,187.83,190.44,187.54,187.85,705353,Technology
2024-10-25,AVGO,174.415,176.79,172.72,173.02,556195,Technology
2024-10-25,GOOGL,163.67,165.575,163.43,165.27,494409,Technology
2024-10-25,META,573.935,581.19,572.03,573.34,286333,Technology
2024-10-25,MSFT,426.82,432.465,426.7,428.23,422862,Technology
2024-10-25,NVDA,140.91,144.125,140.85,141.5,1803783,Technology
2024-10-28,AAPL,233.32,234.71,232.565,233.51,577877,Technology
2024-10-28,AMZN,189.56,190.19,188.21,188.5,516682,Technology
2024-10-28,AVGO,173.065,173.9,171.345,172.06,567208,Technology
2024-10-28,GOOGL,168.75,168.75,163.96,166.77,921831,Technology
2024-10-28,META,581.435,583.625,574.12,578.47,272567,Technology
2024-10-28,MSFT,431.635,431.85,426.43,426.64,422646,Technology
2024-10-28,NVDA,143.05,143.13,140.055,140.57,1877353,Technology
2024-10-29,AAPL,233.2,234.325,232.36,233.73,520565,Technology
2024-10-29,AMZN,188.45,191.455,187.84,190.87,630325,Technology
2024-10-29,AVGO,172.1,180.22,171.34,179.31,732028,Technology
2024-10-29,GOOGL,167.745,170.37,167.12,169.7,799757,Technology
2024-10-29,META,580.145,593.62,575.435,593.47,260453,Technology
2024-10-29,MSFT,427.69,433.17,425.895,432.17,404221,Technology
2024-10-29,NVDA,140.285,142.25,138.915,141.3,1945298,Technology
2024-10-30,AAPL,232.655,233.22,229.57,230.16,1092531,Technology
2024-10-30,AMZN,194.695,195.55,192.43,192.78,1096707,Technology
2024-10-30,AVGO,177.47,179.1,175.64,176.63,398742,Technology
2024-10-30,GOOGL,180.805,182.0,174.06,174.41,1962538,Technology
2024-10-30,META,601.09,601.11,589.52,592.0,756237,Technology
2024-10-30,MSFT,437.625,438.465,432.21,433.74,883496,Technology
2024-10-30,NVDA,139.54,140.31,136.81,139.34,2472975,Technology
2024-10-31,AAPL,229.24,229.81,225.46,225.73,1473753,Technology
2024-10-31,AMZN,190.435,190.58,185.245,186.22,1546937,Technology
2024-10-31,AVGO,174.08,174.25,167.41,169.8,723847,Technology
2024-10-31,GOOGL,173.06,176.79,171.03,171.1,1712245,Technology
2024-10-31,META,584.315,589.59,563.135,566.68,646605,Technology
2024-10-31,MSFT,415.3,416.15,406.31,406.37,1403072,Technology
2024-10-31,NVDA,137.575,137.575,132.12,132.81,2875649,Technology
2024-11-01,AAPL,220.82,225.33,220.33,222.86,1509039,Technology
2024-11-01,AMZN,198.95,200.49,197.04,197.86,2549444,Technology
2024-11-01,AVGO,168.41,171.28,167.63,168.94,523108,Technology
2024-11-01,GOOGL,169.96,172.32,168.88,171.27,1013472,Technology
2024-11-01,META,567.78,573.53,562.57,566.95,416016,Technology
2024-11-01,MSFT,408.8,415.46,407.82,410.355,652435,Technology
2024-11-01,NVDA,134.69,137.3,134.6,135.4,2662071,Technology
2024-11-04,AAPL,221.08,222.78,219.73,222.07,765975,Technology
2024-11-04,AMZN,196.56,197.3,194.365,195.79,761144,Technology
2024-11-04,AVGO,169.28,172.43,168.43,168.54,496729,Technology
2024-11-04,GOOGL,169.93,170.72,168.02,169.31,625287,Technology
2024-11-04,META,564.1,568.64,558.0,560.67,331001,Technology
2024-11-04,MSFT,409.7,410.415,405.74,408.66,449581,Technology
2024-11-04,NVDA,137.23,138.96,135.59,136.15,1893718,Technology
2024-11-05,AAPL,221.81,223.945,221.81,223.48,544210,Technology
2024-11-05,AMZN,196.04,199.81,196.02,199.5,935747,Technology
2024-11-05,AVGO,170.49,174.375,170.33,173.9,576480,Technology
2024-11-05,GOOGL,169.51,170.53,168.86,169.74,502725,Technology
2024-11-05,META,568.6,573.3,566.985,572.415,301270,Technology
2024-11-05,MSFT,408.55,414.9,408.54,411.41,444486,Technology
2024-11-05,NVDA,137.43,140.37,137.375,139.93,1348050,Technology
2024-11-06,AAPL,222.6,226.045,221.23,222.59,1776205,Technology
2024-11-06,AMZN,200.17,207.45,199.15,207.06,1608919,Technology
2024-11-06,AVGO,179.63,180.195,176.015,179.61,766288,Technology
2024-11-06,GOOGL,173.84,176.87,173.565,176.52,699596,Technology
2024-11-06,META,562.6,572.95,555.5,571.82,475625,Technology
2024-11-06,MSFT,412.42,420.44,410.69,420.15,742271,Technology
2024-11-06,NVDA,142.955,146.49,141.975,145.5,2916302,Technology
2024-11-07,AAPL,224.67,227.875,224.61,227.405,750937,Technology
2024-11-07,AMZN,207.4,212.245,207.28,210.04,1116343,Technology
2024-11-07,AVGO,181.8,184.86,181.79,183.9,670784,Technology
2024-11-07,GOOGL,177.51,181.08,177.215,180.73,593544,Technology
2024-11-07,META,576.79,594.685,575.615,591.7,408679,Technology
2024-11-07,MSFT,420.48,426.79,419.94,425.45,631498,Technology
2024-11-07,NVDA,146.39,148.92,146.17,148.89,2232131,Technology
2024-11-08,AAPL,227.3,228.63,226.405,227.16,619490,Technology
2024-11-08,AMZN,209.78,209.84,207.44,208.27,808152,Technology
2024-11-08,AVGO,183.63,184.97,181.89,183.74,334348,Technology
2024-11-08,GOOGL,180.705,180.875,178.08,178.36,535572,Technology
2024-11-08,META,591.405,593.02,584.6,589.5,169650,Technology
2024-11-08,MSFT,425.42,426.45,421.85,422.73,387969,Technology
2024-11-08,NVDA,148.78,149.75,146.27,147.69,1848270,Technology
2024-11-11,AAPL,224.91,225.68,221.5,224.26,1143417,Technology
2024-11-11,AMZN,208.51,209.62,205.62,206.9,926248,Technology
2024-11-11,AVGO,183.39,183.63,176.83,178.98,328042,Technology
2024-11-11,GOOGL,178.69,180.53,178.58,180.44,402780,Technology
2024-11-11,META,586.36,586.6,576.67,583.42,265395,Technology
2024-11-11,MSFT,422.605,424.69,416.07,418.19,544606,Technology
2024-11-11,NVDA,148.68,148.72,143.59,145.285,2539065,Technology
2024-11-12,AAPL,224.575,225.545,223.36,224.26,1003430,Technology
2024-11-12,AMZN,208.24,209.52,206.04,208.95,807487,Technology
2024-11-12,AVGO,178.8,179.4,173.21,176.22,654900,Technology
2024-11-12,GOOGL,179.765,182.465,179.46,181.67,480010,Technology
2024-11-12,META,587.9,599.25,580.665,584.85,421475,Technology
2024-11-12,MSFT,417.605,424.395,417.2,423.22,482403,Technology
2024-11-12,NVDA,146.77,149.61,146.03,148.4,2390287,Technology
2024-11-13,AAPL,223.935,226.63,222.79,225.19,936950,Technology
2024-11-13,AMZN,209.4,215.09,209.3,214.08,1093994,Technology
2024-11-13,AVGO,174.58,175.58,172.6,173.61,531704,Technology
2024-11-13,GOOGL,180.6,180.9,178.59,178.95,1165821,Technology
2024-11-13,META,582.675,585.515,575.29,580.01,243627,Technology
2024-11-13,MSFT,421.64,429.27,418.27,425.14,538917,Technology
2024-11-13,NVDA,149.055,149.33,145.91,146.45,2210450,Technology
2024-11-14,AAPL,225.0,228.84,225.0,228.3,966299,Technology
2024-11-14,AMZN,214.145,215.88,210.91,211.45,810443,Technology
2024-11-14,AVGO,174.695,175.41,169.88,170.43,736881,Technology
2024-11-14,GOOGL,178.14,178.8,174.36,175.59,755199,Technology
2024-11-14,META,576.25,580.47,573.16,577.03,277531,Technology
2024-11-14,MSFT,425.02,428.14,420.04,426.7,689020,Technology
2024-11-14,NVDA,147.61,149.0,145.6,146.83,2266375,Technology
2024-11-15,AAPL,225.92,226.88,224.28,224.95,742110,Technology
2024-11-15,AMZN,206.73,207.3,199.66,202.565,1824764,Technology
2024-11-15,AVGO,168.09,169.13,163.47,164.78,644972,Technology
2024-11-15,GOOGL,173.815,174.12,171.225,172.47,815878,Technology
2024-11-15,META,572.21,572.285,552.06,554.07,501137,Technology
2024-11-15,MSFT,420.575,422.66,413.805,414.97,556831,Technology
2024-11-15,NVDA,144.89,145.18,140.1,141.91,3889458,Technology
2024-11-18,AAPL,225.3,229.735,225.17,228.16,719007,Technology
2024-11-18,AMZN,203.925,204.62,200.97,201.7,760048,Technology
2024-11-18,AVGO,165.505,166.34,162.25,165.62,419199,Technology
2024-11-18,GOOGL,173.46,175.43,172.915,175.33,560444,Technology
2024-11-18,META,556.15,559.745,550.13,554.34,412702,Technology
2024-11-18,MSFT,414.8,418.34,412.215,415.76,383132,Technology
2024-11-18,NVDA,139.495,141.515,137.18,140.13,2989170,Technology
2024-11-19,AAPL,226.74,230.16,226.73,228.21,632129,Technology
2024-11-19,AMZN,199.33,205.29,198.8,204.595,942074,Technology
2024-11-19,AVGO,166.68,166.68,164.35,165.3,449200,Technology
2024-11-19,GOOGL,173.71,178.86,173.59,178.09,777047,Technology
2024-11-19,META,551.85,561.405,550.63,560.99,156937,Technology
2024-11-19,MSFT,413.63,417.905,411.59,417.64,389331,Technology
2024-11-19,NVDA,141.28,147.12,141.0,147.0,2817554,Technology
2024-11-20,AAPL,228.05,229.92,225.9,229.0,509286,Technology
2024-11-20,AMZN,202.75,202.915,199.47,202.89,742517,Technology
2024-11-20,AVGO,165.47,165.48,160.86,163.4,656562,Technology
2024-11-20,GOOGL,177.265,177.59,173.79,175.99,383804,Technology
2024-11-20,META,562.835,566.28,554.47,565.7,266884,Technology
2024-11-20,MSFT,417.23,417.29,410.635,415.52,398982,Technology
2024-11-20,NVDA,147.355,147.41,142.73,145.89,3194590,Technology
2024-11-21,AAPL,228.785,230.13,225.72,228.48,985294,Technology
2024-11-21,AMZN,203.14,203.23,195.75,198.35,1464784,Technology
2024-11-21,AVGO,166.21,166.21,160.645,163.92,638533,Technology
2024-11-21,GOOGL,173.92,174.03,163.71,167.64,2345359,Technology
2024-11-21,META,569.03,570.0,549.32,563.09,274437,Technology
2024-11-21,MSFT,419.655,419.655,410.39,412.8,454051,Technology
2024-11-21,NVDA,149.27,152.87,140.7,146.65,5299846,Technology
2024-11-22,AAPL,228.23,230.71,228.175,229.75,827598,Technology
2024-11-22,AMZN,198.38,199.15,196.77,197.07,799243,Technology
2024-11-22,AVGO,163.645,164.88,162.45,164.14,320159,Technology
2024-11-22,GOOGL,165.29,166.45,163.93,164.73,1304189,Technology
2024-11-22,META,563.345,563.345,554.84,558.93,190585,Technology
2024-11-22,MSFT,411.365,417.39,411.33,416.76,424709,Technology
2024-11-22,NVDA,145.895,147.16,141.1,141.91,3293741,Technology
2024-11-25,AAPL,231.49,233.24,229.74,232.89,860206,Technology
2024-11-25,AMZN,199.28,201.9,199.01,201.44,888620,Technology
2024-11-25,AVGO,165.44,167.11,162.92,164.91,476284,Technology
2024-11-25,GOOGL,166.075,168.61,165.64,167.62,707370,Technology
2024-11-25,META,562.32,571.82,556.52,565.3,204254,Technology
2024-11-25,MSFT,418.63,420.98,414.855,418.79,451021,Technology
2024-11-25,NVDA,141.95,142.035,135.83,135.98,3667362,Technology
2024-11-26,AAPL,233.43,235.55,233.43,234.98,693660,Technology
2024-11-26,AMZN,201.91,208.0,201.8,207.82,816072,Technology
2024-11-26,AVGO,164.69,166.01,162.7,164.7,491625,Technology
2024-11-26,GOOGL,167.745,169.805,167.7,169.06,572235,Technology
2024-11-26,META,565.735,577.435,565.56,573.26,296718,Technology
2024-11-26,MSFT,419.98,429.005,419.11,428.08,517764,Technology
2024-11-26,NVDA,137.68,139.295,135.68,136.885,2648547,Technology
2024-11-27,AAPL,234.66,235.62,233.84,234.99,467635,Technology
2024-11-27,AMZN,207.025,207.61,205.07,205.79,566843,Technology
2024-11-27,AVGO,162.735,162.88,157.56,159.72,584500,Technology
2024-11-27,GOOGL,169.08,169.47,168.02,169.3,393059,Technology
2024-11-27,META,574.655,574.655,564.19,569.38,159290,Technology
2024-11-27,MSFT,425.545,427.14,422.05,422.64,452822,Technology
2024-11-27,NVDA,135.01,135.385,131.8,135.37,2853118,Technology
2024-11-29,AAPL,234.805,237.8,233.97,237.39,549571,Technology
2024-11-29,AMZN,205.895,208.09,204.69,207.95,543260,Technology
2024-11-29,AVGO,159.57,162.68,159.08,162.11,278543,Technology
2024-11-29,GOOGL,168.71,169.31,167.19,168.93,332429,Technology
2024-11-29,META,567.825,578.31,566.95,574.47,133694,Technology
2024-11-29,MSFT,420.065,424.82,417.84,423.63,283538,Technology
2024-11-29,NVDA,136.735,139.34,136.05,138.28,1920338,Technology
2024-12-02,AAPL,237.33,240.76,237.18,239.635,745588,Technology
2024-12-02,AMZN,209.96,212.975,209.55,210.67,1026123,Technology
2024-12-02,AVGO,163.14,168.365,162.75,166.49,602024,Technology
2024-12-02,GOOGL,168.81,172.07,168.58,171.48,502142,Technology
2024-12-02,META,577.5,594.47,575.765,592.75,326743,Technology
2024-12-02,MSFT,421.85,432.69,421.5,430.99,311114,Technology
2024-12-02,NVDA,138.84,140.435,137.83,138.54,2200598,Technology
2024-12-03,AAPL,239.9,242.76,238.99,242.65,886105,Technology
2024-12-03,AMZN,210.26,214.015,209.68,213.41,794896,Technology
2024-12-03,AVGO,164.48,168.26,164.38,168.13,388314,Technology
2024-12-03,GOOGL,171.49,172.61,170.85,171.27,1109966,Technology
2024-12-03,META,593.49,614.18,592.01,613.5,328021,Technology
2024-12-03,MSFT,429.705,432.42,427.905,431.24,486043,Technology
2024-12-03,NVDA,138.25,140.54,137.95,140.22,1667300,Technology
2024-12-04,AAPL,242.86,244.1,241.26,242.94,760420,Technology
2024-12-04,AMZN,215.96,219.99,215.76,218.1,1307432,Technology
2024-12-04,AVGO,173.34,175.135,168.63,170.5,893534,Technology
2024-12-04,GOOGL,171.145,174.9,171.14,174.35,1549074,Technology
2024-12-04,META,611.88,617.72,605.1,613.57,379960,Technology
2024-12-04,MSFT,432.78,439.51,432.73,437.43,541357,Technology
2024-12-04,NVDA,142.075,145.78,140.29,145.13,3236981,Technology
2024-12-05,AAPL,244.06,244.455,242.195,243.07,827553,Technology
2024-12-05,AMZN,218.05,222.14,217.33,220.57,1445577,Technology
2024-12-05,AVGO,170.76,172.385,169.215,170.48,524736,Technology
2024-12-05,GOOGL,175.59,175.99,172.33,172.69,585198,Technology
2024-12-05,META,617.075,619.755,607.105,608.79,224520,Technology
2024-12-05,MSFT,438.51,444.65,436.3,442.74,482685,Technology
2024-12-05,NVDA,145.09,146.525,143.96,145.11,1977392,Technology
2024-12-06,AAPL,242.96,244.625,242.12,242.69,672959,Technology
2024-12-06,AMZN,220.84,227.13,220.61,227.0,1331931,Technology
2024-12-06,AVGO,170.005,180.68,169.455,179.53,805271,Technology
2024-12-06,GOOGL,171.97,175.07,171.9,174.64,544379,Technology
2024-12-06,META,610.1,629.5,609.4,623.49,316850,Technology
2024-12-06,MSFT,442.3,446.06,441.835,443.52,337003,Technology
2024-12-06,NVDA,144.63,145.68,141.32,142.47,2423881,Technology
2024-12-09,AAPL,241.865,247.24,241.8,246.89,978692,Technology
2024-12-09,AMZN,227.21,230.08,225.7,226.015,1491859,Technology
2024-12-09,AVGO,178.99,180.75,176.035,178.96,570596,Technology
2024-12-09,GOOGL,173.96,176.26,173.71,175.44,690234,Technology
2024-12-09,META,623.605,626.17,606.51,613.87,309658,Technology
2024-12-09,MSFT,443.0,448.33,440.51,446.0,423924,Technology
2024-12-09,NVDA,138.985,139.94,137.16,138.81,2458680,Technology
2024-12-10,AAPL,246.91,248.205,245.35,247.81,812772,Technology
2024-12-10,AMZN,226.28,229.05,224.24,225.14,971073,Technology
2024-12-10,AVGO,177.755,177.755,169.78,171.8,866415,Technology
2024-12-10,GOOGL,182.82,186.35,181.13,185.17,1807288,Technology
2024-12-10,META,617.49,625.39,612.93,619.55,200048,Technology
2024-12-10,MSFT,444.36,449.605,441.6,443.17,439853,Technology
2024-12-10,NVDA,138.97,141.76,133.8,134.99,2010308,Technology
2024-12-11,AAPL,247.96,250.77,246.275,246.455,738775,Technology
2024-12-11,AMZN,226.45,231.14,226.29,230.16,1113859,Technology
2024-12-11,AVGO,180.01,184.825,176.555,183.16,846352,Technology
2024-12-11,GOOGL,185.305,195.58,184.91,195.46,1802515,Technology
2024-12-11,META,623.985,638.315,622.275,632.51,194075,Technology
2024-12-11,MSFT,444.19,450.28,444.17,448.87,323126,Technology
2024-12-11,NVDA,137.35,140.16,135.22,139.28,1619726,Technology
2024-12-12,AAPL,246.93,248.73,245.75,248.02,622093,Technology
2024-12-12,AMZN,229.525,231.07,227.64,229.03,744036,Technology
2024-12-12,AVGO,180.91,181.94,176.0,180.955,1525189,Technology
2024-12-12,GOOGL,195.07,195.16,191.735,191.93,1158842,Technology
2024-12-12,META,632.05,636.57,627.51,630.77,228469,Technology
2024-12-12,MSFT,449.555,456.14,449.15,449.52,476338,Technology
2024-12-12,NVDA,137.09,138.385,135.8,137.395,1559352,Technology
2024-12-13,AAPL,247.91,249.245,246.25,248.08,639940,Technology
2024-12-13,AMZN,228.41,230.09,225.895,227.44,659061,Technology
2024-12-13,AVGO,213.92,228.5,211.11,224.83,3397530,Technology
2024-12-13,GOOGL,191.195,192.72,189.66,189.78,568860,Technology
2024-12-13,META,627.35,631.08,617.0,620.31,176559,Technology
2024-12-13,MSFT,448.245,451.38,445.625,447.19,399754,Technology
2024-12-13,NVDA,139.0,139.55,132.55,134.18,3711216,Technology
2024-12-16,AAPL,247.955,251.355,247.73,251.03,926663,Technology
2024-12-16,AMZN,230.245,233.0,228.095,232.95,958200,Technology
2024-12-16,AVGO,231.58,251.81,230.92,249.99,2598616,Technology
2024-12-16,GOOGL,192.835,199.0,192.685,196.72,1058883,Technology
2024-12-16,META,628.85,631.11,618.65,624.13,301034,Technology
2024-12-16,MSFT,446.43,452.145,445.35,451.73,642560,Technology
2024-12-16,NVDA,134.17,134.38,130.43,132.0,4673200,Technology
2024-12-17,AAPL,250.19,253.8,249.87,253.5,1407054,Technology
2024-12-17,AMZN,232.51,232.68,227.9,231.24,1039586,Technology
2024-12-17,AVGO,240.65,242.38,233.84,239.99,1879993,Technology
2024-12-17,GOOGL,197.11,201.41,195.03,195.41,1561522,Technology
2024-12-17,META,626.17,632.03,616.62,619.425,255100,Technology
2024-12-17,MSFT,450.66,455.2,449.68,454.42,528762,Technology
2024-12-17,NVDA,129.035,131.585,126.89,130.3,3441459,Technology
2024-12-18,AAPL,252.22,254.265,247.74,247.95,1377103,Technology
2024-12-18,AMZN,230.03,231.37,220.11,220.49,1315760,Technology
2024-12-18,AVGO,239.61,239.65,219.39,223.125,1705361,Technology
2024-12-18,GOOGL,195.195,196.98,187.765,188.25,903475,Technology
2024-12-18,META,620.49,627.155,596.72,597.0,422812,Technology
2024-12-18,MSFT,451.32,452.62,437.1,437.16,630541,Technology
2024-12-18,NVDA,133.88,136.7,128.285,128.75,2945155,Technology
2024-12-19,AAPL,247.46,251.84,247.11,249.73,1265123,Technology
2024-12-19,AMZN,225.09,226.07,222.98,223.29,1002126,Technology
2024-12-19,AVGO,227.91,227.91,217.58,218.32,1029865,Technology
2024-12-19,GOOGL,191.69,192.93,188.38,188.44,1146391,Technology
2024-12-19,META,610.495,611.33,595.07,595.23,431148,Technology
2024-12-19,MSFT,441.79,442.955,436.46,437.1,525062,Technology
2024-12-19,NVDA,131.715,134.0,129.59,130.68,2035528,Technology
2024-12-20,AAPL,248.175,255.0,246.335,254.6,1193742,Technology
2024-12-20,AMZN,219.875,226.18,218.78,225.16,1057386,Technology
2024-12-20,AVGO,220.36,230.22,218.995,221.32,1178218,Technology
2024-12-20,GOOGL,185.735,192.88,185.26,191.5,806086,Technology
2024-12-20,META,590.4,603.04,584.2,584.96,420339,Technology
2024-12-20,MSFT,433.005,443.64,428.69,436.82,578976,Technology
2024-12-20,NVDA,129.81,135.28,128.26,134.92,2467581,Technology
2024-12-23,AAPL,254.84,255.615,253.45,254.26,315725,Technology
2024-12-23,AMZN,225.125,225.39,224.02,224.77,138469,Technology
2024-12-23,AVGO,226.68,232.0,225.2,228.16,216064,Technology
2024-12-23,GOOGL,192.6,193.955,190.16,190.85,162651,Technology
2024-12-23,META,589.6,598.535,586.74,587.4,61304,Technology
2024-12-23,MSFT,436.44,437.515,433.67,433.67,48821,Technology
2024-12-23,NVDA,136.28,137.81,135.13,136.42,291809,Technology
2024-12-24,AAPL,255.52,258.19,255.36,258.18,456446,Technology
2024-12-24,AMZN,226.86,229.11,226.14,228.95,389456,Technology
2024-12-24,AVGO,240.12,240.12,234.87,239.65,558111,Technology
2024-12-24,GOOGL,194.94,196.02,193.8,195.98,281135,Technology
2024-12-24,META,602.96,607.695,599.98,607.585,130659,Technology
2024-12-24,MSFT,434.72,439.32,434.31,439.275,129503,Technology
2024-12-24,NVDA,139.99,141.9,138.71,140.2,874127,Technology
2024-12-26,AAPL,258.355,260.1,257.68,259.15,491615,Technology
2024-12-26,AMZN,227.9,228.49,226.72,227.14,455443,Technology
2024-12-26,AVGO,239.95,247.18,237.66,245.29,800673,Technology
2024-12-26,GOOGL,195.265,196.72,194.4,195.585,356410,Technology
2024-12-26,META,605.75,606.18,599.045,603.1,162662,Technology
2024-12-26,MSFT,438.99,440.92,436.67,438.36,139201,Technology
2024-12-26,NVDA,139.62,140.83,137.73,139.91,1203412,Technology
2024-12-27,AAPL,257.93,258.64,253.07,255.635,912043,Technology
2024-12-27,AMZN,225.6,226.02,220.915,223.85,815472,Technology
2024-12-27,AVGO,244.81,245.33,236.4,241.7,477410,Technology
2024-12-27,GOOGL,194.815,195.165,190.7,192.76,458564,Technology
2024-12-27,META,600.175,601.77,589.97,600.0,146429,Technology
2024-12-27,MSFT,435.0,435.06,426.49,430.64,354623,Technology
2024-12-27,NVDA,138.555,139.0,134.715,137.055,2042354,Technology
2024-12-30,AAPL,252.085,253.5,250.75,252.15,857519,Technology
2024-12-30,AMZN,219.99,222.98,218.44,221.255,829831,Technology
2024-12-30,AVGO,234.44,238.72,231.655,235.47,536549,Technology
2024-12-30,GOOGL,189.53,192.54,189.175,191.27,381112,Technology
2024-12-30,META,588.75,596.83,585.78,591.28,175005,Technology
2024-12-30,MSFT,426.05,427.495,422.07,425.08,314098,Technology
2024-12-30,NVDA,134.835,140.25,134.03,137.42,1695547,Technology
2024-12-31,AAPL,252.6,253.14,249.45,250.545,803764,Technology
2024-12-31,AMZN,222.965,223.18,218.95,219.47,787150,Technology
2024-12-31,AVGO,235.59,237.25,231.33,232.05,478665,Technology
2024-12-31,GOOGL,191.26,191.96,188.54,189.36,549631,Technology
2024-12-31,META,592.67,593.58,583.86,585.79,147129,Technology
2024-12-31,MSFT,425.94,426.59,420.73,421.7,322354,Technology
2024-12-31,NVDA,138.035,138.06,133.84,134.2,1424606,Technology
2025-01-02,AAPL,248.93,249.025,241.845,243.82,1720928,Technology
2025-01-02,AMZN,222.43,225.07,218.21,220.21,1205003,Technology
2025-01-02,AVGO,236.22,239.27,230.29,231.98,879009,Technology
2025-01-02,GOOGL,190.63,191.99,187.51,189.41,584041,Technology
2025-01-02,META,589.72,604.68,588.0,599.45,332334,Technology
2025-01-02,MSFT,425.445,426.07,414.96,418.6,441739,Technology
2025-01-02,NVDA,136.02,138.87,134.65,138.32,2421189,Technology
2025-01-03,AAPL,243.315,244.165,241.89,243.41,1182159,Technology
2025-01-03,AMZN,222.5,225.32,221.64,224.15,675077,Technology
2025-01-03,AVGO,233.145,236.47,229.02,232.17,747482,Technology
2025-01-03,GOOGL,191.51,193.19,190.0,191.71,637218,Technology
2025-01-03,META,603.94,609.06,596.98,604.45,174155,Technology
2025-01-03,MSFT,421.715,423.99,419.585,423.8,248146,Technology
2025-01-03,NVDA,140.0,144.895,139.835,144.42,2799091,Technology
2025-01-06,AAPL,244.31,247.33,243.88,245.025,970622,Technology
2025-01-06,AMZN,226.775,228.79,224.87,227.58,911200,Technology
2025-01-06,AVGO,236.8,241.59,233.35,236.36,943133,Technology
2025-01-06,GOOGL,194.01,198.15,193.96,196.9,932339,Technology
2025-01-06,META,611.825,630.96,605.79,630.36,455183,Technology
2025-01-06,MSFT,428.19,434.24,425.65,428.07,434854,Technology
2025-01-06,NVDA,148.61,152.145,147.86,149.49,2874316,Technology
2025-01-07,AAPL,242.77,245.53,241.38,242.26,1048220,Technology
2025-01-07,AMZN,227.895,228.37,221.47,222.12,854886,Technology
2025-01-07,AVGO,239.2,239.2,227.74,228.63,809229,Technology
2025-01-07,GOOGL,197.305,201.0,194.62,195.57,910736,Technology
2025-01-07,META,631.93,631.93,608.6,617.97,266249,Technology
2025-01-07,MSFT,429.12,430.54,420.84,422.39,428978,Technology
2025-01-07,NVDA,153.045,153.1,140.01,140.17,3833401,Technology
2025-01-08,AAPL,241.97,243.67,240.16,242.63,868980,Technology
2025-01-08,AMZN,223.185,223.495,220.29,222.01,664884,Technology
2025-01-08,AVGO,229.6,232.21,226.06,229.59,499959,Technology
2025-01-08,GOOGL,192.57,196.28,192.395,193.96,1277154,Technology
2025-01-08,META,613.58,616.26,603.17,610.53,337138,Technology
2025-01-08,MSFT,423.89,426.87,421.61,424.46,414939,Technology
2025-01-08,NVDA,142.63,143.94,137.91,140.08,2682030,Technology
2025-01-10,AAPL,240.025,240.13,233.005,236.76,1713784,Technology
2025-01-10,AMZN,221.585,221.615,216.54,218.84,1163056,Technology
2025-01-10,AVGO,227.28,227.65,221.41,224.16,793792,Technology
2025-01-10,GOOGL,194.22,196.48,190.33,192.0,1337024,Technology
2025-01-10,META,610.03,629.78,597.45,615.82,632835,Technology
2025-01-10,MSFT,424.71,424.71,415.07,418.91,628970,Technology
2025-01-10,NVDA,137.46,137.69,134.23,135.93,2635138,Technology
2025-01-13,AAPL,233.52,234.67,229.72,234.41,1352710,Technology
2025-01-13,AMZN,218.095,219.39,216.47,218.48,780758,Technology
2025-01-13,AVGO,219.65,229.2,219.61,225.11,707016,Technology
2025-01-13,GOOGL,190.195,191.18,187.38,191.01,736146,Technology
2025-01-13,META,607.0,608.815,598.61,608.08,307658,Technology
2025-01-13,MSFT,415.02,418.425,412.4,417.06,472879,Technology
2025-01-13,NVDA,129.98,133.445,129.67,133.23,2045865,Technology
2025-01-14,AAPL,234.76,236.1,232.48,233.345,1051611,Technology
2025-01-14,AMZN,220.56,221.81,216.26,217.74,866121,Technology
2025-01-14,AVGO,226.64,230.205,223.1,224.8,670380,Technology
2025-01-14,GOOGL,191.405,191.925,188.32,189.65,581738,Technology
2025-01-14,META,604.74,605.24,588.905,594.32,413789,Technology
2025-01-14,MSFT,417.81,419.57,410.79,415.73,527781,Technology
2025-01-14,NVDA,136.06,136.32,130.05,131.78,2120718,Technology
2025-01-15,AAPL,234.755,238.52,234.445,237.765,1048228,Technology
2025-01-15,AMZN,222.81,223.5,220.785,223.3,1088018,Technology
2025-01-15,AVGO,228.315,230.28,225.62,227.89,898418,Technology
2025-01-15,GOOGL,193.05,196.34,191.86,195.5,782254,Technology
2025-01-15,META,610.695,622.33,606.5,616.73,376779,Technology
2025-01-15,MSFT,419.44,428.09,418.35,426.22,490795,Technology
2025-01-15,NVDA,133.64,136.41,131.31,136.19,2258924,Technology
2025-01-16,AAPL,237.42,237.95,228.04,228.24,1917016,Technology
2025-01-16,AMZN,224.5,224.63,220.325,220.65,662277,Technology
2025-01-16,AVGO,235.115,238.55,229.24,229.39,809706,Technology
2025-01-16,GOOGL,194.29,195.47,192.82,192.91,485029,Technology
2025-01-16,META,611.75,616.06,609.965,611.2,251212,Technology
2025-01-16,MSFT,429.375,429.385,424.39,424.63,389661,Technology
2025-01-16,NVDA,138.7,138.72,133.52,133.58,2755774,Technology
2025-01-17,AAPL,232.01,232.09,228.51,229.96,1129750,Technology
2025-01-17,AMZN,225.65,226.43,223.09,225.945,796056,Technology
2025-01-17,AVGO,236.52,238.0,232.69,237.33,726769,Technology
2025-01-17,GOOGL,196.53,197.21,193.78,195.99,579267,Technology
